Price,Close,High,Low,Open,Volume
Ticker,MA,MA,MA,MA,MA
Date,,,,,
2023-05-19,381.6822204589844,388.2453735498779,381.2565634935678,388.0473781097544,3368800
2023-05-22,380.65277099609375,383.4641315637183,380.30629401486544,381.10812434320803,1808800
2023-05-23,369.9814147949219,378.17792492967635,366.70479250810916,377.6730576797896,3979000
2023-05-24,364.78436279296875,365.883156006481,361.89379227035545,365.64558562731406,2655700
2023-05-25,366.3088684082031,367.2492713636577,361.23058973519994,364.2003405184891,3752200
2023-05-26,370.59515380859375,371.89194242159135,366.31870591038023,367.25913897012526,2691300
2023-05-30,363.79443359375,372.8323790496709,362.5075538037586,372.4859021185612,3430100
2023-05-31,361.3394775390625,362.0126440307576,354.2417898597644,361.3196900754328,10695300
2023-06-01,367.140380859375,367.3482549474347,362.35906536493945,363.4578888215585,3389700
2023-06-02,369.9616394042969,372.03056201897897,368.3975538461082,370.81295340417626,2501200
2023-06-05,366.78399658203125,369.0410058912963,364.8140716307047,368.99152213055726,2316200
2023-06-06,376.1288146972656,376.5445930852103,368.06099805074103,369.1895178109722,2758700
2023-06-07,367.64520263671875,376.6633298843325,364.5467583220949,375.46553905489407,3714500
2023-06-08,363.8835144042969,366.0415257869291,362.16106883227013,365.6356562720529,2594700
2023-06-09,365.49713134765625,368.3579755759676,364.05186108369736,366.7246186778788,2201800
2023-06-12,371.5257263183594,372.17907512743204,366.2098771557544,366.9325274013653,2407500
2023-06-13,367.6353759765625,373.3768824251942,366.081199054444,371.5257424905106,2444100
2023-06-14,370.981201171875,374.26770173622435,368.26880880527443,369.16963664934264,2775400
2023-06-15,375.21807861328125,375.74273331767137,366.78396800175096,369.50623924733173,2558100
2023-06-16,372.7333984375,379.03916407571484,372.3671340286038,377.762162852649,5886900
2023-06-20,370.8426513671875,375.68335934083336,369.9814285276714,371.2287334455169,3961700
2023-06-21,372.34735107421875,374.5746640621763,369.8923463274961,370.1893093086108,2301300
2023-06-22,373.9905700683594,374.663736479057,370.17941440224786,371.32769135196804,1933300
2023-06-23,375.9803161621094,377.27710481806275,369.4567677496034,371.1990310717425,3739100
2023-06-26,373.6144104003906,376.15847360635405,371.5652753825134,374.2479414406369,3327800
2023-06-27,377.9403381347656,378.9797386759804,375.188370678451,376.50494671131395,2197300
2023-06-28,376.3960876464844,377.5542734215991,374.851819806422,377.34639934578485,2012400
2023-06-29,383.7610778808594,384.09764598410464,376.66336078605883,377.0098377249441,2524600
2023-06-30,389.3342590332031,391.18542879542497,384.1867098827181,384.1867098827181,4406800
2023-07-03,389.98760986328125,390.3340867815172,384.7608504240456,387.3940327088307,1304600
2023-07-05,390.7499084472656,391.26465435923257,383.22653397232546,384.88958711240286,2781800
2023-07-06,389.7387390136719,390.7994588484791,386.3681301252905,390.42274160187975,2156600
2023-07-07,385.31732177734375,389.05472492698635,385.0397454117663,387.28020266835495,2654400
2023-07-10,388.7671813964844,390.0261829383018,384.65309170125136,385.11902664647613,2148600
2023-07-11,394.3583984375,395.01269204016296,388.945644410902,390.21456920752155,2106200
2023-07-12,397.2234191894531,399.6819742759647,395.2605383358512,395.548037861934,2273400
2023-07-13,397.0945129394531,399.75131939231164,396.9953720486788,399.5134054572951,2354900
2023-07-14,399.0277099609375,399.99921216650864,396.83680790802737,398.64106950916874,1978500
2023-07-17,398.7203369140625,400.5047519251796,397.64966370455056,398.4724998150989,2344500
2023-07-18,394.7153015136719,398.46259743533267,391.79081149192797,396.9557586863103,2676200
2023-07-19,394.8243713378906,396.39071896992186,392.8813366744069,394.556718123911,1809700
2023-07-20,394.61614990234375,396.26179191104364,392.1278556853836,393.7041262973384,2570700
2023-07-21,394.05108642578125,398.0363265643012,393.981715026856,395.22090059160894,1868100
2023-07-24,401.2879333496094,401.4068903188323,393.1786803228001,394.0411788567716,3029800
2023-07-25,397.8083190917969,401.35733335868406,397.5307427259708,399.88023379627623,2490500
2023-07-26,398.9284973144531,399.82070478804803,392.3261136041691,395.7264312192797,2572300
2023-07-27,391.0869140625,401.68443007296935,390.5416845853791,401.68443007296935,3563300
2023-07-28,389.5602722167969,394.5566767959618,385.5155839169846,394.5170143876004,4501000
2023-07-31,390.8688659667969,392.6532810767949,389.0745276911538,390.5615503673367,3578300
2023-08-01,393.6347351074219,393.8627258879554,388.96546213953735,390.3731902458277,2344200
2023-08-02,386.6457214355469,390.7994739672343,386.20952568614143,390.4723422819575,2410600
2023-08-03,389.60986328125,390.03613585309364,383.0768806384907,384.2070021375125,2190500
2023-08-04,387.9642028808594,392.6631846216593,386.69527813739836,388.2219328927695,2215200
2023-08-07,393.43646240234375,394.3088538964105,389.5999486644609,389.5999486644609,1559800
2023-08-08,389.788330078125,392.95073430219014,386.75480600324687,392.7524524952015,1747000
2023-08-09,390.26416015625,393.3571624997579,388.479714782535,390.452488529703,1806100
2023-08-10,393.70416259765625,397.16395922357657,392.28651123272095,393.03002261675925,2154500
2023-08-11,391.5628356933594,393.23821705413576,389.41159616826417,392.32616313591325,1464600
2023-08-14,395.13165283203125,395.7760535289115,391.1959982660005,393.02010604147927,1638500
2023-08-15,391.03741455078125,394.051092105137,390.1848391380953,394.051092105137,1753200
2023-08-16,390.95806884765625,395.74629862508993,389.71888333123695,390.0361220842929,2002000
2023-08-17,389.2232360839844,392.782173503222,387.6073332180806,392.71280210219754,2118600
2023-08-18,388.7771301269531,390.43266507593324,385.4659997218862,386.447455247632,2001800
2023-08-21,389.7981872558594,391.5726790377137,387.6370248383471,389.80808016704475,1869400
2023-08-22,394.3980407714844,395.3199875154926,390.2740278289931,391.5826149677124,2422500
2023-08-23,397.5902099609375,398.44278536627047,394.9135570241563,395.81568775094473,1943200
2023-08-24,394.2295227050781,400.5047446248906,394.06098016929207,398.115591404004,1970000
2023-08-25,399.40435791015625,401.11937122196827,395.5479982426772,397.1837169967299,2154600
2023-08-28,403.9150085449219,404.2718794596115,399.6621152902172,400.50476751019437,1901300
2023-08-29,408.0885925292969,408.62392917527865,403.072371680263,403.8952078541773,2188800
2023-08-30,410.32904052734375,414.16555418787704,409.9424001101781,411.19150883818565,2516600
2023-08-31,409.0700378417969,412.688453623963,408.2174624452163,410.62643191145685,2535100
2023-09-01,411.97467041015625,412.90654034580575,408.9213003327145,410.2596267512369,1840600
2023-09-05,407.9398498535156,411.80610240409027,406.1554349081892,409.7738503689379,2045600
2023-09-06,409.6053466796875,409.80362847177196,405.3524835975265,407.22611644244313,2292100
2023-09-07,411.0328674316406,412.5298131919125,408.16788629679854,408.3562449124706,2502700
2023-09-08,411.2510070800781,412.72810666024276,410.27947466123027,411.4096264701077,1868900
2023-09-11,413.0849914550781,413.9771990167202,411.05273921725154,413.2436108388118,1544700
2023-09-12,412.6686096191406,414.0366753247833,411.65744508840874,412.35140110689684,1997600
2023-09-13,412.69830322265625,414.7900639589075,411.37982323760303,412.5694533510071,2142200
2023-09-14,409.76397705078125,414.9784797361844,404.2520819228305,414.68105704008207,3557700
2023-09-15,410.7255859375,414.68105668779685,407.5830282008824,408.29677006239035,4753800
2023-09-18,413.52117919921875,414.2746136939933,409.4665677141491,410.2992967724798,1808000
2023-09-19,409.95233154296875,413.49145284132476,407.54336202199204,413.3526495338342,1730900
2023-09-20,406.9683532714844,412.2522574320936,406.5321575348413,410.19023572186194,1580000
2023-09-21,399.8702697753906,405.23346816495825,398.62119138356957,404.80719562055543,2450700
2023-09-22,398.7401428222656,403.33009061858974,398.08584926726087,400.891382097973,1885000
2023-09-25,399.0078430175781,399.7414614706808,396.3807755766456,397.13421010821673,1846500
2023-09-26,391.9593811035156,397.38205869627285,390.20467486788914,396.5394064069469,2940400
2023-09-27,392.0584716796875,393.595049580851,388.0930781246313,392.78213664121205,1987500
2023-09-28,395.9842224121094,397.87770155871937,391.9494270094412,392.40543881983075,2216200
2023-09-29,392.48480224609375,398.70054667122434,390.83916004704787,398.5518504416387,3032300
2023-10-02,392.4252624511719,392.9308295527854,389.0546840083579,390.19472859516316,2856800
2023-10-03,387.6767272949219,394.4178847379778,385.6048126388839,391.0869684259419,2527900
2023-10-04,390.3533935546875,391.0572425160118,385.2181853515401,388.60861052019385,1813400
2023-10-05,391.3560485839844,391.87228612684584,387.1863374463678,387.57353832657026,2116600
2023-10-06,395.0988464355469,398.10698528704137,387.6827375426176,390.393052863235,2484000
2023-10-09,391.8921813964844,393.63949376258233,386.7694040210347,391.6142026380063,2475100
2023-10-10,397.4815368652344,399.8145889147384,391.00858613190036,392.68639609745367,2713800
2023-10-11,396.92559814453125,402.2072246726156,394.4932613678733,400.34078294484056,2055600
2023-10-12,397.01495361328125,402.41570967703376,394.45358010754404,400.88681137656397,1779000
2023-10-13,395.158447265625,399.23881179610663,392.22971765549454,395.9328188141045,2235600
2023-10-16,398.2658386230469,401.51223633201465,395.9030042628731,397.35246262345515,2202100
2023-10-17,398.8714599609375,400.69818183087847,395.5754347920289,396.7568520808763,2176000
2023-10-18,390.3731994628906,398.4743332245704,389.7278949118466,396.2306281758771,1951400
2023-10-19,385.07171630859375,391.9814950716825,382.7188194645297,391.00858464860005,3472800
2023-10-20,381.63671875,387.17644910514537,381.3984598995373,385.07174846629147,2652500
2023-10-23,380.90203857421875,385.06178208165727,378.25128787165926,379.5518344954042,1771800
2023-10-24,384.1186828613281,386.6204916840382,381.10060613260555,382.71885151969116,2003300
2023-10-25,383.5229797363281,385.82624946172405,379.48233531501387,381.2296475615087,3504500
2023-10-26,361.9596862792969,372.84060761161805,360.4208807692308,368.34329020447694,6920100
2023-10-27,361.45330810546875,365.632956603976,357.17440530131535,363.8459246412388,3624900
2023-10-30,369.7331848144531,370.53733863603316,362.0887244370082,363.87572619665076,3386400
2023-10-31,373.63482666015625,374.95521803608233,370.4181810579284,370.6266878257658,2978800
2023-11-01,375.0942687988281,377.65564235786337,372.33432599758,375.93814263211385,2354700
2023-11-02,379.9290771484375,380.2765581253553,375.7593660202408,377.55630531233203,2816000
2023-11-03,383.2648620605469,385.6376341458223,380.9616225348468,382.2224493177358,2269100
2023-11-06,383.37408447265625,385.44900270600886,381.4381404663079,384.30730534472644,2020500
2023-11-07,386.06451416015625,386.7793209720876,381.5274768996672,383.2152244631584,2324200
2023-11-08,386.8885192871094,388.5464540962104,384.2079863332626,384.31717819489046,2838400
2023-11-09,385.16107177734375,388.6259139336337,384.47604732710533,388.1394284140637,2657100
2023-11-10,391.5347595214844,392.23962875974337,383.94986358081553,387.2260739861083,2807000
2023-11-13,391.5050048828125,392.7757692306824,390.1845830768171,391.5050048828125,1614600
2023-11-14,394.7811584472656,398.7820829060902,393.8876575331374,394.31454803803945,2733900
2023-11-15,393.9670715332031,396.399408219153,391.9120284965163,394.602468819989,2434600
2023-11-16,394.2351379394531,397.0645827444851,392.6963021976379,395.13857640266883,3060600
2023-11-17,397.4120788574219,398.2261703521351,395.03933693674935,397.08447292767363,2365500
2023-11-20,401.48248291015625,402.27672955342933,395.38679519726924,397.82903924333453,2768300
2023-11-21,405.9996643066406,407.38955802234557,402.7631737063908,402.7929560611055,2567500
2023-11-22,407.36968994140625,409.87152897020167,407.1909958100384,409.2857891191106,1967900
2023-11-24,409.5240478515625,409.9906582816171,407.56825906568406,409.51411030068545,1053500
2023-11-27,406.0195007324219,409.74244648199266,405.30469393660786,408.0348541529598,2665900
2023-11-28,406.0592346191406,407.67747994159515,404.52039881121755,406.1287065828265,2645000
2023-11-29,406.8633728027344,409.1070474962373,406.4662646505806,408.0447900061434,2151400
2023-11-30,410.8444519042969,411.1720881191564,405.8308967385372,407.141381003151,3203500
2023-12-01,411.37060546875,413.5944657003592,408.60075560166126,409.91123979749,2171400
2023-12-04,405.2848205566406,411.85705547556,405.0862513450338,410.84439491273633,3097900
2023-12-05,405.74151611328125,406.0989043573024,401.4030482435919,404.1530532236758,2755600
2023-12-06,407.4193115234375,410.83449601011074,404.2225410550076,408.4617241620394,2224200
2023-12-07,410.1693420410156,410.586325300963,407.032136081721,409.0971469827959,2363000
2023-12-08,409.1864929199219,410.6856087845885,406.2776385511538,409.24605762869174,1959300
2023-12-11,412.71087646484375,413.1675796363588,409.40491388250246,409.4843233964033,2236000
2023-12-12,417.7145080566406,417.9627044369476,411.7081677721757,413.991562352036,2736500
2023-12-13,421.6161804199219,423.29399050406687,416.1260772757552,418.81651776263016,3694200
2023-12-14,415.540283203125,422.7776977505722,412.899470221661,421.94376159285855,3989700
2023-12-15,415.55029296875,416.23531748474073,408.6305758400159,409.6432062866307,5566600
2023-12-18,421.36798095703125,422.0232230825323,416.5033376224576,416.5033376224576,2686900
2023-12-19,422.4004821777344,423.6017442469509,419.47175259608326,420.9907133224615,2256200
2023-12-20,416.4239196777344,424.52502327153655,416.215412893787,422.01327698999233,3058300
2023-12-21,420.3851318359375,420.84180472317416,417.57553165515026,418.7470416751052,2213600
2023-12-22,421.0403747558594,424.08823378837445,419.9085846405625,421.68567932984234,1759000
2023-12-26,420.61346435546875,422.6486625997601,419.8986575525753,421.9338557968666,1258200
2023-12-27,421.2984313964844,421.94376619586956,419.90853778513247,419.9482576875735,1324100
2023-12-28,423.24432373046875,425.26958434637856,420.62335545471365,420.71270251446765,1505000
2023-12-29,423.4329833984375,425.25970521259455,421.2091231181239,423.60173997888387,1706100
